episode,train_return,eval_return,epsilon,loss,llm_full_response
41,10.0,8.92,0.9248425,0.03717402368783951,"{
  ""policy_type"": ""rules"",
  ""name"": ""policy_ep_40"",
  ""rules"": [
    {""if"": [{""feature"": ""theta"", ""op"": ""<"", ""value"": -0.1}], ""then"": 1},
    {""if"": [{""feature"": ""theta"", ""op"": "">"", ""value"": 0.1}], ""then"": 0},
    {""if"": [{""feature"": ""omega"", ""op"": ""<"", ""value"": -0.05}], ""then"": 1},
    {""if"": [{""feature"": ""omega"", ""op"": "">"", ""value"": 0.05}], ""then"": 0},
    {""if"": [{""feature"": ""x"", ""op"": ""<"", ""value"": -1.0}], ""then"": 1},
    {""if"": [{""feature"": ""x"", ""op"": "">"", ""value"": 1.0}], ""then"": 0}
  ],
  ""default_action"": 0,
  ""notes"": ""Since there were no previous policies to reference, this policy is designed to address basic scenarios: correcting significant pole angles and angular velocities, and keeping the cart within bounds. Future iterations will refine based on their evaluation returns and coverage statistics.""
}"
42,10.0,9.42,0.9240175,0.03974421247839928,N/A
43,9.0,9.2,0.923275,0.04550652061071661,N/A
44,9.0,9.2,0.9225325,0.046593261054820485,N/A
45,10.0,9.42,0.9217075,0.04562949985265732,N/A
46,9.0,9.48,0.920965,0.05325809079739782,N/A
47,9.0,9.26,0.9202224999999999,0.049604497436020106,N/A
48,9.0,8.74,0.91948,0.054709326889779836,N/A
49,9.0,9.48,0.9187375,0.05053828491104974,N/A
50,10.0,9.0,0.9179125,0.05275951214134693,N/A
51,10.0,9.2,0.9170875,0.05674909166991711,N/A
52,10.0,9.2,0.9162625,0.0612854216247797,N/A
53,10.0,8.72,0.9154375,0.05218657180666923,N/A
54,9.0,8.78,0.914695,0.05628193749321832,N/A
55,8.0,8.72,0.914035,0.06325536221265793,N/A
56,10.0,8.72,0.91321,0.06396429538726807,N/A
57,9.0,9.2,0.9124675,0.06245691908730401,N/A
58,10.0,8.82,0.9116425,0.052015011012554166,N/A
59,10.0,9.48,0.9108175000000001,0.06070150770246983,N/A
60,9.0,9.48,0.910075,0.05429172764221827,N/A
61,9.0,9.2,0.9093325,0.06874742669363816,"{
  ""policy_type"": ""rules"",
  ""name"": ""policy_ep_60"",
  ""rules"": [
    {
      ""if"": [
        {
          ""feature"": ""theta"",
          ""op"": ""<"",
          ""value"": -0.1
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""theta"",
          ""op"": "">"",
          ""value"": 0.1
        }
      ],
      ""then"": 0
    },
    {
      ""if"": [
        {
          ""feature"": ""omega"",
          ""op"": ""<"",
          ""value"": -0.1
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""omega"",
          ""op"": "">"",
          ""value"": 0.1
        }
      ],
      ""then"": 0
    },
    {
      ""if"": [
        {
          ""feature"": ""x"",
          ""op"": ""<"",
          ""value"": -0.5
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""x"",
          ""op"": "">"",
          ""value"": 0.5
        }
      ],
      ""then"": 0
    }
  ],
  ""default_action"": 0,
  ""notes"": ""The previous policy (policy_ep_40) had an evaluated return of 9.48 and showed a strong bias towards omega < -0.05, with a coverage of 62.45%. To improve balance, the new policy increases the sensitivity to theta and omega by adjusting their thresholds. Additionally, the x position thresholds were relaxed to -0.5 and 0.5 to potentially increase coverage in those regions, aiming for better exploration and improved returns.""
}"
62,10.0,9.48,0.9085075,0.05426939520984888,N/A
63,8.0,9.48,0.9078475,0.07001369399949908,N/A
64,10.0,9.2,0.9070225000000001,0.07448097653687,N/A
65,10.0,10.64,0.9061975,0.06543776988983155,N/A
66,9.0,10.82,0.905455,0.06257255085640484,N/A
67,10.0,12.98,0.90463,0.06237508915364742,N/A
68,10.0,13.58,0.903805,0.05735351890325546,N/A
69,10.0,9.4,0.90298,0.06462237499654293,N/A
70,9.0,11.34,0.9022375,0.04464210673338837,N/A
71,9.0,14.8,0.9014949999999999,0.06948285301526387,N/A
72,9.0,15.92,0.9007525,0.06820610206988123,N/A
73,9.0,15.44,0.90001,0.08032607618305418,N/A
74,9.0,14.74,0.8992675,0.05593696153826184,N/A
75,10.0,12.3,0.8984425,0.08267231360077858,N/A
76,10.0,13.02,0.8976175,0.061216740496456624,N/A
77,10.0,14.06,0.8967925,0.07525193449109793,N/A
78,9.0,15.04,0.89605,0.07181909680366516,N/A
79,11.0,14.94,0.8951425,0.06997715241529724,N/A
80,10.0,17.76,0.8943175,0.06225399002432823,N/A
81,10.0,36.44,0.8934925,0.06201387532055378,"{
  ""policy_type"": ""rules"",
  ""name"": ""policy_ep_80"",
  ""rules"": [
    {
      ""if"": [
        {
          ""feature"": ""theta"",
          ""op"": ""<"",
          ""value"": -0.1
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""theta"",
          ""op"": "">"",
          ""value"": 0.1
        }
      ],
      ""then"": 0
    },
    {
      ""if"": [
        {
          ""feature"": ""omega"",
          ""op"": ""<"",
          ""value"": -0.1
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""omega"",
          ""op"": "">"",
          ""value"": 0.1
        }
      ],
      ""then"": 0
    },
    {
      ""if"": [
        {
          ""feature"": ""x"",
          ""op"": ""<"",
          ""value"": -0.5
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""x"",
          ""op"": "">"",
          ""value"": 0.5
        }
      ],
      ""then"": 0
    }
  ],
  ""default_action"": 0,
  ""notes"": ""The new policy is primarily influenced by Policy-2, which had an evaluated return of 17.76 and better coverage in the theta > 0.1 and omega > 0.1 regions compared to Policy-1. The threshold values for x are maintained from Policy-2 to encourage more exploration in the central region, as Policy-1 had zero coverage for x < -1.0 and x > 1.0. By maintaining these thresholds and rules, the policy aims to achieve a balanced exploration that leads to improved learning performance.""
}"
82,11.0,17.54,0.892585,0.06310459260236133,N/A
83,9.0,21.96,0.8918425,0.050213695193330445,N/A
84,9.0,43.04,0.8911,0.07942242133948538,N/A
85,9.0,23.96,0.8903575,0.06678933443294631,N/A
86,9.0,80.88,0.889615,0.07108166275752915,N/A
87,10.0,102.9,0.88879,0.07632644735276699,N/A
88,9.0,62.96,0.8880475,0.06166059813565678,N/A
89,9.0,39.58,0.887305,0.06601335770554012,N/A
90,9.0,92.78,0.8865625,0.09266258569227324,N/A
91,13.0,77.5,0.88549,0.06333317493016903,N/A
92,10.0,80.54,0.884665,0.07995630353689194,N/A
93,11.0,59.3,0.8837575,0.06585056334733963,N/A
94,10.0,40.54,0.8829325,0.07504937797784805,N/A
95,11.0,28.82,0.8820250000000001,0.0663901140744036,N/A
96,11.0,79.56,0.8811175,0.09095522050153125,N/A
97,12.0,120.1,0.8801275,0.08389659194896619,N/A
98,9.0,118.68,0.879385,0.05730704011188613,N/A
99,9.0,98.96,0.8786425,0.06727221525377697,N/A
100,10.0,82.1,0.8778175,0.08534480631351471,N/A
101,9.0,84.74,0.877075,0.06718210751811664,"{
  ""policy_type"": ""rules"",
  ""name"": ""policy_ep_100"",
  ""rules"": [
    {
      ""if"": [
        {
          ""feature"": ""theta"",
          ""op"": ""<"",
          ""value"": -0.1
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""theta"",
          ""op"": "">"",
          ""value"": 0.1
        }
      ],
      ""then"": 0
    },
    {
      ""if"": [
        {
          ""feature"": ""omega"",
          ""op"": ""<"",
          ""value"": -0.1
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""omega"",
          ""op"": "">"",
          ""value"": 0.1
        }
      ],
      ""then"": 0
    },
    {
      ""if"": [
        {
          ""feature"": ""x"",
          ""op"": ""<"",
          ""value"": -0.5
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""x"",
          ""op"": "">"",
          ""value"": 0.5
        }
      ],
      ""then"": 0
    }
  ],
  ""default_action"": 0,
  ""notes"": ""Policy-3 was the most successful with an evaluated return of 82.10, showing a balanced coverage across theta, omega, and x regions. It improved significantly over Policy-1 and Policy-2 by expanding coverage on theta > 0.1 and omega > 0.1. Therefore, Policy-3's structure is retained for its effective exploration, especially in maintaining balance across different state regions.""
}"
102,9.0,91.72,0.8763325,0.07247590894500415,N/A
103,11.0,134.98,0.875425,0.0858357423408465,N/A
104,13.0,91.46,0.8743525,0.07376861572265625,N/A
105,10.0,140.64,0.8735275,0.0742417775094509,N/A
106,11.0,87.6,0.87262,0.08293152261864055,N/A
107,10.0,114.76,0.871795,0.08683934025466442,N/A
108,13.0,134.82,0.8707225000000001,0.08526949670452338,N/A
109,11.0,137.84,0.869815,0.08771250227635558,N/A
110,19.0,152.04,0.8682475000000001,0.07361779538424391,N/A
111,9.0,138.76,0.867505,0.08204176359706455,N/A
112,10.0,88.32,0.86668,0.09356447719037533,N/A
113,10.0,154.8,0.865855,0.06974024511873722,N/A
114,10.0,110.38,0.86503,0.0863082107156515,N/A
115,14.0,130.48,0.863875,0.07751474236803395,N/A
116,10.0,121.14,0.86305,0.0992905642837286,N/A
117,10.0,127.4,0.862225,0.07400975190103054,N/A
118,9.0,92.54,0.8614825,0.08184974888960521,N/A
119,9.0,116.94,0.8607400000000001,0.09584365785121918,N/A
120,9.0,126.72,0.8599975,0.11053586916791068,N/A
121,12.0,155.34,0.8590075,0.0815893579274416,"{
  ""policy_type"": ""rules"",
  ""name"": ""policy_ep_120"",
  ""rules"": [
    {
      ""if"": [
        {
          ""feature"": ""theta"",
          ""op"": ""<"",
          ""value"": -0.1
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""theta"",
          ""op"": "">"",
          ""value"": 0.1
        }
      ],
      ""then"": 0
    },
    {
      ""if"": [
        {
          ""feature"": ""omega"",
          ""op"": ""<"",
          ""value"": -0.1
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""omega"",
          ""op"": "">"",
          ""value"": 0.1
        }
      ],
      ""then"": 0
    },
    {
      ""if"": [
        {
          ""feature"": ""x"",
          ""op"": ""<"",
          ""value"": -0.3
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""x"",
          ""op"": "">"",
          ""value"": 0.3
        }
      ],
      ""then"": 0
    }
  ],
  ""default_action"": 0,
  ""notes"": ""The new policy is influenced by Policy-4, which had an evaluated return of 126.72, the highest so far. It showed balanced coverage across theta and omega regions. The x thresholds are adjusted to -0.3 and 0.3 to potentially increase exploration around the center, aiming to improve the default region coverage and overall stability.""
}"
122,12.0,124.7,0.8580175,0.08157567369441192,N/A
123,11.0,117.74,0.85711,0.08007309213280678,N/A
124,14.0,110.08,0.855955,0.08377426570015294,N/A
125,14.0,143.64,0.8548,0.09948298601167542,N/A
126,9.0,144.72,0.8540575,0.0967731119857894,N/A
127,9.0,104.24,0.853315,0.09438903050290214,N/A
128,10.0,164.44,0.85249,0.09214923307299613,N/A
129,16.0,150.48,0.85117,0.09096032776869833,N/A
130,9.0,164.26,0.8504275,0.10622643596596187,N/A
131,9.0,151.28,0.849685,0.1065233051776886,N/A
132,12.0,174.4,0.848695,0.10082097537815571,N/A
133,12.0,134.0,0.847705,0.1065397784113884,N/A
134,11.0,126.48,0.8467975,0.08715727485039017,N/A
135,15.0,156.54,0.84556,0.09019909476240476,N/A
136,14.0,157.02,0.844405,0.1006545118455376,N/A
137,12.0,163.98,0.843415,0.09780820086598396,N/A
138,12.0,139.8,0.842425,0.11930726375430822,N/A
139,9.0,154.94,0.8416825,0.08075323369767931,N/A
140,13.0,186.42,0.84061,0.09499098188602008,N/A
141,10.0,172.42,0.839785,0.09494514614343644,"{
  ""policy_type"": ""rules"",
  ""name"": ""policy_ep_140"",
  ""rules"": [
    {
      ""if"": [
        {
          ""feature"": ""theta"",
          ""op"": ""<"",
          ""value"": -0.1
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""theta"",
          ""op"": "">"",
          ""value"": 0.1
        }
      ],
      ""then"": 0
    },
    {
      ""if"": [
        {
          ""feature"": ""omega"",
          ""op"": ""<"",
          ""value"": -0.1
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""omega"",
          ""op"": "">"",
          ""value"": 0.1
        }
      ],
      ""then"": 0
    },
    {
      ""if"": [
        {
          ""feature"": ""x"",
          ""op"": ""<"",
          ""value"": -0.3
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""x"",
          ""op"": "">"",
          ""value"": 0.3
        }
      ],
      ""then"": 0
    }
  ],
  ""default_action"": 0,
  ""notes"": ""The new policy is primarily influenced by Policy-5, which achieved the highest evaluation return of 186.42. The coverage statistics showed a balanced exploration of regions, particularly with theta and omega, while also utilizing the x position more effectively than previous policies. This balance in exploration appears to have contributed to the improved learning performance.""
}"
142,9.0,173.14,0.8390425,0.122044221808513,N/A
143,9.0,151.72,0.8383,0.10462991727723016,N/A
144,9.0,151.76,0.8375575,0.09073666814300749,N/A
145,9.0,171.5,0.836815,0.10252228958739175,N/A
146,11.0,179.74,0.8359075,0.10166701437397437,N/A
147,10.0,158.5,0.8350825,0.08547458555549384,N/A
148,10.0,120.82,0.8342575,0.11829311363399028,N/A
149,9.0,183.54,0.833515,0.09944265294406149,N/A
150,14.0,174.76,0.83236,0.12013354285487107,N/A
151,12.0,176.58,0.8313699999999999,0.10291193301479022,N/A
152,10.0,177.8,0.830545,0.09753737337887287,N/A
153,13.0,182.04,0.8294725000000001,0.0956435868373284,N/A
154,12.0,170.02,0.8284825,0.07935003253320853,N/A
155,11.0,170.86,0.827575,0.09611693939024751,N/A
156,11.0,178.52,0.8266675,0.09856985475529324,N/A
157,10.0,177.16,0.8258425,0.08049785532057285,N/A
158,11.0,174.36,0.824935,0.07966253771023317,N/A
159,9.0,189.88,0.8241925,0.1183110951549477,N/A
160,12.0,183.52,0.8232025000000001,0.11668677193423112,N/A
161,10.0,171.84,0.8223775,0.11035241708159446,"{
  ""policy_type"": ""rules"",
  ""name"": ""policy_ep_160"",
  ""rules"": [
    {
      ""if"": [
        {
          ""feature"": ""theta"",
          ""op"": ""<"",
          ""value"": -0.1
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""theta"",
          ""op"": "">"",
          ""value"": 0.1
        }
      ],
      ""then"": 0
    },
    {
      ""if"": [
        {
          ""feature"": ""omega"",
          ""op"": ""<"",
          ""value"": -0.1
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""omega"",
          ""op"": "">"",
          ""value"": 0.1
        }
      ],
      ""then"": 0
    },
    {
      ""if"": [
        {
          ""feature"": ""x"",
          ""op"": ""<"",
          ""value"": -0.2
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""x"",
          ""op"": "">"",
          ""value"": 0.2
        }
      ],
      ""then"": 0
    }
  ],
  ""default_action"": 0,
  ""notes"": ""This policy builds on Policy-5 (evaluated return: 186.42) and Policy-6 (evaluated return: 183.52) which showed good performance. The coverage of theta and omega regions was balanced, contributing to higher returns. The x thresholds are adjusted to -0.2 and 0.2 to explore moderate cart positions which were underexplored in previous policies.""
}"
162,9.0,142.76,0.821635,0.09990113021598922,N/A
163,10.0,172.26,0.82081,0.10934855043888092,N/A
164,11.0,184.6,0.8199025,0.08826729960062286,N/A
165,11.0,148.38,0.818995,0.10147616910663518,N/A
166,11.0,189.64,0.8180875,0.08476494388146834,N/A
167,16.0,174.38,0.8167675,0.10739357001148164,N/A
168,10.0,186.5,0.8159425,0.08107706308364868,N/A
169,8.0,148.74,0.8152825,0.128016060218215,N/A
170,12.0,155.36,0.8142925,0.10990582468609016,N/A
171,12.0,146.02,0.8133025,0.08277442368368308,N/A
172,12.0,155.14,0.8123125,0.11854162625968456,N/A
173,10.0,184.52,0.8114875,0.11570758558809757,N/A
174,8.0,192.3,0.8108275,0.11802134569734335,N/A
175,11.0,175.34,0.80992,0.11782014776359905,N/A
176,10.0,164.82,0.809095,0.09627080261707306,N/A
177,9.0,190.48,0.8083525,0.10771987504429287,N/A
178,10.0,183.58,0.8075275,0.12397592216730118,N/A
179,11.0,176.62,0.80662,0.10434617813337933,N/A
180,9.0,188.52,0.8058775,0.10801140798462762,N/A
181,12.0,149.78,0.8048875,0.10828609888752301,"{
  ""policy_type"": ""rules"",
  ""name"": ""policy_ep_180"",
  ""rules"": [
    {
      ""if"": [
        {
          ""feature"": ""theta"",
          ""op"": ""<"",
          ""value"": -0.1
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""theta"",
          ""op"": "">"",
          ""value"": 0.1
        }
      ],
      ""then"": 0
    },
    {
      ""if"": [
        {
          ""feature"": ""omega"",
          ""op"": ""<"",
          ""value"": -0.1
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""omega"",
          ""op"": "">"",
          ""value"": 0.1
        }
      ],
      ""then"": 0
    },
    {
      ""if"": [
        {
          ""feature"": ""x"",
          ""op"": ""<"",
          ""value"": -0.1
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""x"",
          ""op"": "">"",
          ""value"": 0.1
        }
      ],
      ""then"": 0
    }
  ],
  ""default_action"": 0,
  ""notes"": ""The new policy is influenced by Policy-7, which had a high evaluated return of 188.52. This policy achieved good coverage across all regions, especially in balancing the pole's angular velocity and cart position. To potentially enhance exploration further, the thresholds for x were adjusted to -0.1 and 0.1 to increase sensitivity to cart position changes, aiming to maintain high returns while ensuring diverse state coverage.""
}"
182,12.0,174.06,0.8038975,0.11728627483050029,N/A
183,10.0,175.44,0.8030725000000001,0.12502530850470067,N/A
184,11.0,177.98,0.802165,0.109457060017369,N/A
185,16.0,176.86,0.800845,0.12216962268576026,N/A
186,9.0,178.98,0.8001024999999999,0.10094555177622372,N/A
187,9.0,188.24,0.7993600000000001,0.12802142360144192,N/A
188,9.0,178.28,0.7986175,0.09505311441090372,N/A
189,12.0,179.48,0.7976275,0.09908941838269432,N/A
190,26.0,187.96,0.7954825,0.11780599862910233,N/A
191,13.0,167.68,0.7944100000000001,0.11770637046832305,N/A
192,13.0,187.28,0.7933375,0.09994079487828109,N/A
193,10.0,180.46,0.7925125,0.10276444591581821,N/A
194,11.0,186.5,0.791605,0.12004141509532928,N/A
195,10.0,176.16,0.79078,0.12564773559570314,N/A
196,10.0,179.0,0.789955,0.10686444472521543,N/A
197,11.0,159.66,0.7890475,0.12992510487410155,N/A
198,11.0,187.14,0.7881400000000001,0.14415916190906006,N/A
199,11.0,179.08,0.7872325,0.13027326898141342,N/A
200,9.0,189.74,0.78649,0.11517485852042834,N/A
201,9.0,182.88,0.7857475,0.14020397472712728,"{
  ""policy_type"": ""rules"",
  ""name"": ""policy_ep_200"",
  ""rules"": [
    {
      ""if"": [
        {
          ""feature"": ""theta"",
          ""op"": ""<"",
          ""value"": -0.1
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""theta"",
          ""op"": "">"",
          ""value"": 0.1
        }
      ],
      ""then"": 0
    },
    {
      ""if"": [
        {
          ""feature"": ""omega"",
          ""op"": ""<"",
          ""value"": -0.1
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""omega"",
          ""op"": "">"",
          ""value"": 0.1
        }
      ],
      ""then"": 0
    },
    {
      ""if"": [
        {
          ""feature"": ""x"",
          ""op"": ""<"",
          ""value"": -0.1
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""x"",
          ""op"": "">"",
          ""value"": 0.1
        }
      ],
      ""then"": 0
    }
  ],
  ""default_action"": 0,
  ""notes"": ""The new policy is influenced by Policy-8, which had the highest evaluated return of 189.74. The coverage statistics showed balanced exploration, especially for omega and theta regions, which likely contributed to the improved performance. The rules are kept the same to maintain this balance, ensuring that states are well-explored without overfitting to specific regions.""
}"
202,10.0,192.54,0.7849225,0.10081907920539379,N/A
203,10.0,180.32,0.7840975,0.13240247294306756,N/A
204,15.0,193.62,0.78286,0.12369691034158072,N/A
205,16.0,185.84,0.78154,0.10630644392222166,N/A
206,11.0,194.74,0.7806325000000001,0.16913095252080398,N/A
207,9.0,174.3,0.77989,0.11063974474867184,N/A
208,10.0,180.84,0.779065,0.11080730631947518,N/A
209,11.0,195.38,0.7781575000000001,0.10684297437017615,N/A
210,9.0,195.28,0.777415,0.10003556559483211,N/A
211,9.0,189.6,0.7766725,0.10452984852923287,N/A
212,10.0,195.98,0.7758475,0.12390611544251443,N/A
213,8.0,193.56,0.7751875,0.12274034321308136,N/A
214,13.0,177.94,0.774115,0.1311333251114075,N/A
215,11.0,181.24,0.7732075,0.13816594129258936,N/A
216,10.0,192.94,0.7723825,0.13147891983389853,N/A
217,9.0,196.2,0.77164,0.1115271689163314,N/A
218,10.0,200.3,0.770815,0.1196054108440876,N/A
219,12.0,195.96,0.769825,0.13664431280146042,N/A
220,11.0,183.98,0.7689175,0.10485916686328975,N/A
221,10.0,195.16,0.7680925,0.15751238390803338,"{
  ""policy_type"": ""rules"",
  ""name"": ""policy_ep_220"",
  ""rules"": [
    {
      ""if"": [
        {
          ""feature"": ""theta"",
          ""op"": ""<"",
          ""value"": -0.1
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""theta"",
          ""op"": "">"",
          ""value"": 0.1
        }
      ],
      ""then"": 0
    },
    {
      ""if"": [
        {
          ""feature"": ""omega"",
          ""op"": ""<"",
          ""value"": -0.1
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""omega"",
          ""op"": "">"",
          ""value"": 0.1
        }
      ],
      ""then"": 0
    },
    {
      ""if"": [
        {
          ""feature"": ""x"",
          ""op"": ""<"",
          ""value"": -0.15
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""x"",
          ""op"": "">"",
          ""value"": 0.15
        }
      ],
      ""then"": 0
    }
  ],
  ""default_action"": 0,
  ""notes"": ""The new policy is influenced by Policy-8, which had an evaluated return of 189.74 and balanced coverage across omega and x regions. By slightly adjusting the x thresholds, we aim to maintain high returns while exploring the state space more thoroughly. This adjustment is based on the observation that reducing the thresholds in previous policies led to better performance.""
}"
222,11.0,195.58,0.767185,0.11040683192285625,N/A
223,11.0,195.94,0.7662775,0.11971509084105492,N/A
224,11.0,177.94,0.76537,0.11984451115131378,N/A
225,11.0,197.56,0.7644625,0.1293248331004923,N/A
226,17.0,194.3,0.76306,0.11346646814661868,N/A
227,12.0,202.62,0.76207,0.12208218065400918,N/A
228,11.0,185.18,0.7611625,0.13922277837991714,N/A
229,10.0,197.96,0.7603375,0.11615195833146572,N/A
230,12.0,194.2,0.7593475,0.12857745556781688,N/A
231,10.0,186.98,0.7585225,0.15151199400424958,N/A
232,11.0,202.36,0.757615,0.10187262940135869,N/A
233,10.0,201.18,0.75679,0.11574535742402077,N/A
234,14.0,205.84,0.7556350000000001,0.14276832794504507,N/A
235,8.0,206.66,0.754975,0.1588362120091915,N/A
236,11.0,199.76,0.7540675,0.14288673820820721,N/A
237,12.0,207.96,0.7530775,0.13599378181000552,N/A
238,10.0,193.5,0.7522525,0.1228886254131794,N/A
239,12.0,195.82,0.7512625,0.12384277395904064,N/A
240,16.0,193.12,0.7499425,0.11625902936793864,N/A
241,10.0,211.1,0.7491175,0.13862473890185356,"{
  ""policy_type"": ""rules"",
  ""name"": ""policy_ep_240"",
  ""rules"": [
    {
      ""if"": [
        {
          ""feature"": ""theta"",
          ""op"": ""<"",
          ""value"": -0.1
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""theta"",
          ""op"": "">"",
          ""value"": 0.1
        }
      ],
      ""then"": 0
    },
    {
      ""if"": [
        {
          ""feature"": ""omega"",
          ""op"": ""<"",
          ""value"": -0.1
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""omega"",
          ""op"": "">"",
          ""value"": 0.1
        }
      ],
      ""then"": 0
    },
    {
      ""if"": [
        {
          ""feature"": ""x"",
          ""op"": ""<"",
          ""value"": -0.15
        }
      ],
      ""then"": 1
    },
    {
      ""if"": [
        {
          ""feature"": ""x"",
          ""op"": "">"",
          ""value"": 0.15
        }
      ],
      ""then"": 0
    }
  ],
  ""default_action"": 0,
  ""notes"": ""The new policy is influenced by Policy-10, which had an evaluated return of 193.12 and a balanced coverage of regions, particularly in omega and x. This policy maintained good performance and coverage, suggesting that fine-tuning around these thresholds can further enhance learning. The thresholds for x have been slightly adjusted to maintain a balance between exploration of different regions and overall return.""
}"
242,10.0,200.28,0.7482925,0.14739687740802765,N/A
243,11.0,193.16,0.747385,0.10166867619211023,N/A
244,11.0,196.84,0.7464775,0.1369567012245005,N/A
245,10.0,194.32,0.7456525,0.16500939354300498,N/A
246,10.0,211.48,0.7448275,0.12863996513187886,N/A
247,17.0,210.48,0.743425,0.12806212726761312,N/A
248,16.0,201.14,0.742105,0.15152414538897574,N/A
249,12.0,192.48,0.741115,0.144047058497866,N/A
250,11.0,192.26,0.7402074999999999,0.16691323911601846,N/A
251,18.0,197.3,0.7387225,0.16262047613660494,N/A
252,16.0,214.48,0.7374025,0.13490886939689517,N/A
253,13.0,191.78,0.73633,0.1261033880022856,N/A
254,14.0,206.36,0.7351749999999999,0.14376137405633926,N/A
255,12.0,209.02,0.734185,0.13720081994930902,N/A
256,11.0,211.22,0.7332775,0.13667993924834512,N/A
257,11.0,202.1,0.73237,0.1516804044896906,N/A
258,15.0,186.48,0.7311325,0.12631269718209903,N/A
259,10.0,211.28,0.7303075000000001,0.14503059089183806,N/A
